Country,Year,Attack Type,Target Industry,Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Unified_Attack_Category,Unified_Industry,Continent,Nation_Wealth,West_or_East,Pandemic_Era,Is_Leap_Year
Germany,2019,SQL Injection,Healthcare,149171,Hacker Group,Zero-day,VPN,64,Hacking/Intrusion,Healthcare,Europe,High Income,Western,Pre-Pandemic,False
Brazil,2016,DDoS,IT,535205,Hacker Group,Social Engineering,AI-based Detection,53,Hacking/Intrusion,Technology,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,True
Germany,2022,Ransomware,Education,471889,Nation-state,Zero-day,Antivirus,4,Malware,Education,Europe,High Income,Western,Post-Pandemic,False
France,2019,Phishing,Healthcare,869751,Insider,Zero-day,Firewall,12,Social Engineering,Healthcare,Europe,High Income,Western,Pre-Pandemic,False
Russia,2017,DDoS,Education,690010,Nation-state,Weak Passwords,Firewall,18,Hacking/Intrusion,Education,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
Brazil,2017,Ransomware,Healthcare,433987,Unknown,Zero-day,AI-based Detection,21,Malware,Healthcare,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
UK,2017,Phishing,Banking,31262,Unknown,Social Engineering,Firewall,56,Social Engineering,Finance,Europe,High Income,Western,Pre-Pandemic,False
Australia,2022,Malware,Retail,824433,Nation-state,Unpatched Software,AI-based Detection,60,Malware,Retail,Oceania,High Income,Western,Post-Pandemic,False
Germany,2023,Man-in-the-Middle,Retail,651963,Insider,Unpatched Software,AI-based Detection,53,Hacking/Intrusion,Retail,Europe,High Income,Western,Post-Pandemic,False
France,2017,SQL Injection,Education,349070,Unknown,Zero-day,VPN,41,Hacking/Intrusion,Education,Europe,High Income,Western,Pre-Pandemic,False
USA,2024,Malware,Telecommunications,967411,Hacker Group,Social Engineering,AI-based Detection,47,Malware,Telecommunications,North America,High Income,Western,Post-Pandemic,True
Japan,2021,SQL Injection,Retail,263770,Unknown,Social Engineering,Antivirus,62,Hacking/Intrusion,Retail,Asia,High Income,Eastern,Post-Pandemic,False
UK,2016,Phishing,Retail,714670,Hacker Group,Weak Passwords,VPN,32,Social Engineering,Retail,Europe,High Income,Western,Pre-Pandemic,True
USA,2021,DDoS,Telecommunications,498904,Hacker Group,Zero-day,Antivirus,65,Hacking/Intrusion,Telecommunications,North America,High Income,Western,Post-Pandemic,False
USA,2024,Phishing,Education,569539,Unknown,Weak Passwords,Encryption,18,Social Engineering,Education,North America,High Income,Western,Post-Pandemic,True
China,2016,Man-in-the-Middle,Retail,217938,Nation-state,Weak Passwords,VPN,69,Hacking/Intrusion,Retail,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,True
China,2022,Ransomware,Retail,172607,Unknown,Zero-day,VPN,60,Malware,Retail,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
India,2023,Man-in-the-Middle,Retail,424762,Insider,Unpatched Software,VPN,10,Hacking/Intrusion,Retail,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Japan,2019,Man-in-the-Middle,IT,130309,Insider,Zero-day,AI-based Detection,56,Hacking/Intrusion,Technology,Asia,High Income,Eastern,Pre-Pandemic,False
India,2018,DDoS,Government,95378,Insider,Social Engineering,Antivirus,67,Hacking/Intrusion,Government,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
India,2017,Phishing,IT,920801,Nation-state,Zero-day,Antivirus,52,Social Engineering,Technology,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Japan,2020,Man-in-the-Middle,Retail,551038,Insider,Social Engineering,Firewall,21,Hacking/Intrusion,Retail,Asia,High Income,Eastern,Post-Pandemic,True
China,2016,Malware,Telecommunications,962508,Unknown,Social Engineering,AI-based Detection,13,Malware,Telecommunications,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,True
France,2020,Malware,Healthcare,267554,Hacker Group,Social Engineering,Firewall,45,Malware,Healthcare,Europe,High Income,Western,Post-Pandemic,True
Japan,2020,Ransomware,IT,76258,Unknown,Social Engineering,VPN,43,Malware,Technology,Asia,High Income,Eastern,Post-Pandemic,True
Russia,2016,Malware,Banking,661377,Hacker Group,Weak Passwords,Antivirus,66,Malware,Finance,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,True
Australia,2022,SQL Injection,Retail,310341,Unknown,Weak Passwords,Encryption,32,Hacking/Intrusion,Retail,Oceania,High Income,Western,Post-Pandemic,False
Russia,2017,Phishing,Education,702883,Insider,Unpatched Software,VPN,31,Social Engineering,Education,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
USA,2017,Malware,Education,516103,Hacker Group,Unpatched Software,Firewall,62,Malware,Education,North America,High Income,Western,Pre-Pandemic,False
USA,2015,Malware,Retail,542283,Hacker Group,Social Engineering,Firewall,64,Malware,Retail,North America,High Income,Western,Pre-Pandemic,False
Russia,2016,SQL Injection,Government,173441,Hacker Group,Social Engineering,Antivirus,43,Hacking/Intrusion,Government,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,True
France,2017,DDoS,Retail,856228,Hacker Group,Zero-day,Encryption,47,Hacking/Intrusion,Retail,Europe,High Income,Western,Pre-Pandemic,False
UK,2019,Malware,IT,791265,Hacker Group,Social Engineering,Firewall,65,Malware,Technology,Europe,High Income,Western,Pre-Pandemic,False
USA,2019,Malware,Retail,969699,Hacker Group,Social Engineering,Firewall,63,Malware,Retail,North America,High Income,Western,Pre-Pandemic,False
Russia,2023,Malware,Telecommunications,338867,Nation-state,Unpatched Software,AI-based Detection,34,Malware,Telecommunications,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
Japan,2018,Ransomware,Government,951249,Hacker Group,Weak Passwords,VPN,25,Malware,Government,Asia,High Income,Eastern,Pre-Pandemic,False
USA,2022,Ransomware,IT,34584,Insider,Zero-day,Firewall,43,Malware,Technology,North America,High Income,Western,Post-Pandemic,False
Brazil,2021,Malware,Education,298836,Hacker Group,Social Engineering,Encryption,29,Malware,Education,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,False
Brazil,2018,Malware,Retail,526161,Unknown,Unpatched Software,AI-based Detection,12,Malware,Retail,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
Brazil,2020,Phishing,Government,476308,Insider,Social Engineering,VPN,44,Social Engineering,Government,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
China,2017,SQL Injection,Banking,206897,Unknown,Zero-day,Encryption,18,Hacking/Intrusion,Finance,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,False
Japan,2022,Malware,IT,2653,Nation-state,Unpatched Software,AI-based Detection,56,Malware,Technology,Asia,High Income,Eastern,Post-Pandemic,False
UK,2024,Ransomware,Healthcare,540353,Hacker Group,Unpatched Software,Antivirus,68,Malware,Healthcare,Europe,High Income,Western,Post-Pandemic,True
Germany,2015,Phishing,Retail,779922,Nation-state,Zero-day,Antivirus,50,Social Engineering,Retail,Europe,High Income,Western,Pre-Pandemic,False
Germany,2016,Ransomware,Education,908906,Hacker Group,Weak Passwords,AI-based Detection,46,Malware,Education,Europe,High Income,Western,Pre-Pandemic,True
Russia,2021,Man-in-the-Middle,Healthcare,446741,Nation-state,Weak Passwords,Firewall,20,Hacking/Intrusion,Healthcare,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
India,2023,Phishing,Education,317488,Insider,Social Engineering,VPN,46,Social Engineering,Education,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Brazil,2024,Phishing,IT,182613,Unknown,Unpatched Software,AI-based Detection,26,Social Engineering,Technology,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
UK,2018,Ransomware,IT,211305,Hacker Group,Zero-day,Encryption,27,Malware,Technology,Europe,High Income,Western,Pre-Pandemic,False
UK,2024,DDoS,Government,60379,Hacker Group,Unpatched Software,Firewall,32,Hacking/Intrusion,Government,Europe,High Income,Western,Post-Pandemic,True
Russia,2020,Ransomware,Healthcare,785179,Unknown,Weak Passwords,VPN,2,Malware,Healthcare,Europe,Upper-Middle Income,Eastern,Post-Pandemic,True
Russia,2022,SQL Injection,Telecommunications,652682,Insider,Social Engineering,Encryption,46,Hacking/Intrusion,Telecommunications,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
Brazil,2022,SQL Injection,Banking,52649,Nation-state,Unpatched Software,Encryption,57,Hacking/Intrusion,Finance,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,False
Germany,2024,Man-in-the-Middle,Government,865871,Insider,Weak Passwords,Antivirus,58,Hacking/Intrusion,Government,Europe,High Income,Western,Post-Pandemic,True
Russia,2022,DDoS,Retail,474552,Nation-state,Zero-day,Encryption,20,Hacking/Intrusion,Retail,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
France,2024,SQL Injection,Healthcare,400840,Insider,Social Engineering,VPN,57,Hacking/Intrusion,Healthcare,Europe,High Income,Western,Post-Pandemic,True
USA,2020,Phishing,Education,275819,Nation-state,Social Engineering,Firewall,69,Social Engineering,Education,North America,High Income,Western,Post-Pandemic,True
Brazil,2021,DDoS,Retail,454088,Hacker Group,Social Engineering,VPN,70,Hacking/Intrusion,Retail,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,False
France,2018,Phishing,Government,338619,Hacker Group,Unpatched Software,Antivirus,68,Social Engineering,Government,Europe,High Income,Western,Pre-Pandemic,False
Brazil,2018,Malware,Banking,940038,Hacker Group,Zero-day,Antivirus,24,Malware,Finance,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
USA,2017,DDoS,Government,17805,Nation-state,Weak Passwords,Antivirus,31,Hacking/Intrusion,Government,North America,High Income,Western,Pre-Pandemic,False
Japan,2020,SQL Injection,Telecommunications,244933,Nation-state,Social Engineering,AI-based Detection,37,Hacking/Intrusion,Telecommunications,Asia,High Income,Eastern,Post-Pandemic,True
USA,2016,Phishing,Retail,198602,Unknown,Zero-day,Firewall,18,Social Engineering,Retail,North America,High Income,Western,Pre-Pandemic,True
India,2023,DDoS,Retail,504861,Unknown,Weak Passwords,Antivirus,65,Hacking/Intrusion,Retail,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
UK,2016,Malware,Telecommunications,695618,Nation-state,Social Engineering,Antivirus,14,Malware,Telecommunications,Europe,High Income,Western,Pre-Pandemic,True
China,2022,Man-in-the-Middle,Healthcare,270732,Unknown,Weak Passwords,Firewall,31,Hacking/Intrusion,Healthcare,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
UK,2015,Phishing,Retail,270326,Nation-state,Social Engineering,Firewall,24,Social Engineering,Retail,Europe,High Income,Western,Pre-Pandemic,False
Russia,2017,Man-in-the-Middle,Government,827534,Hacker Group,Unpatched Software,Firewall,29,Hacking/Intrusion,Government,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
Germany,2020,Man-in-the-Middle,Retail,32499,Insider,Zero-day,Firewall,14,Hacking/Intrusion,Retail,Europe,High Income,Western,Post-Pandemic,True
Russia,2016,Malware,Telecommunications,279065,Hacker Group,Unpatched Software,VPN,62,Malware,Telecommunications,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,True
Germany,2017,Ransomware,Telecommunications,119598,Insider,Unpatched Software,Encryption,43,Malware,Telecommunications,Europe,High Income,Western,Pre-Pandemic,False
Germany,2016,SQL Injection,Education,387500,Nation-state,Weak Passwords,AI-based Detection,30,Hacking/Intrusion,Education,Europe,High Income,Western,Pre-Pandemic,True
Brazil,2018,Phishing,Education,656031,Nation-state,Social Engineering,Encryption,36,Social Engineering,Education,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
China,2022,Ransomware,Education,637259,Unknown,Zero-day,VPN,57,Malware,Education,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Russia,2023,SQL Injection,Education,623106,Nation-state,Weak Passwords,Firewall,43,Hacking/Intrusion,Education,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
India,2015,DDoS,Education,513867,Unknown,Zero-day,Firewall,34,Hacking/Intrusion,Education,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Australia,2023,Man-in-the-Middle,Healthcare,710871,Insider,Zero-day,Firewall,55,Hacking/Intrusion,Healthcare,Oceania,High Income,Western,Post-Pandemic,False
India,2020,Malware,Healthcare,875225,Unknown,Zero-day,Antivirus,31,Malware,Healthcare,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
Germany,2024,Malware,Retail,989625,Unknown,Social Engineering,Firewall,53,Malware,Retail,Europe,High Income,Western,Post-Pandemic,True
China,2016,DDoS,Education,210433,Insider,Weak Passwords,AI-based Detection,63,Hacking/Intrusion,Education,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,True
USA,2018,Malware,IT,709153,Hacker Group,Weak Passwords,VPN,45,Malware,Technology,North America,High Income,Western,Pre-Pandemic,False
France,2020,Ransomware,IT,568832,Nation-state,Social Engineering,Firewall,12,Malware,Technology,Europe,High Income,Western,Post-Pandemic,True
China,2022,Phishing,Retail,355545,Unknown,Weak Passwords,Encryption,68,Social Engineering,Retail,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Germany,2019,Phishing,Education,112635,Insider,Weak Passwords,Firewall,55,Social Engineering,Education,Europe,High Income,Western,Pre-Pandemic,False
Brazil,2015,SQL Injection,Banking,988268,Unknown,Zero-day,VPN,44,Hacking/Intrusion,Finance,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
India,2021,Malware,Education,357399,Nation-state,Zero-day,Encryption,2,Malware,Education,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Japan,2018,Man-in-the-Middle,Government,512258,Hacker Group,Weak Passwords,Encryption,32,Hacking/Intrusion,Government,Asia,High Income,Eastern,Pre-Pandemic,False
Australia,2024,Ransomware,Healthcare,180760,Nation-state,Weak Passwords,Encryption,34,Malware,Healthcare,Oceania,High Income,Western,Post-Pandemic,True
USA,2023,Man-in-the-Middle,Retail,691638,Unknown,Zero-day,Antivirus,17,Hacking/Intrusion,Retail,North America,High Income,Western,Post-Pandemic,False
Russia,2019,Ransomware,IT,123757,Insider,Social Engineering,Encryption,54,Malware,Technology,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
Germany,2018,DDoS,Telecommunications,702285,Hacker Group,Zero-day,AI-based Detection,46,Hacking/Intrusion,Telecommunications,Europe,High Income,Western,Pre-Pandemic,False
Australia,2022,DDoS,Education,907708,Unknown,Unpatched Software,AI-based Detection,44,Hacking/Intrusion,Education,Oceania,High Income,Western,Post-Pandemic,False
Australia,2015,DDoS,Healthcare,713160,Hacker Group,Unpatched Software,Encryption,26,Hacking/Intrusion,Healthcare,Oceania,High Income,Western,Pre-Pandemic,False
USA,2022,Malware,Banking,239200,Nation-state,Social Engineering,Encryption,8,Malware,Finance,North America,High Income,Western,Post-Pandemic,False
China,2016,DDoS,Healthcare,500521,Nation-state,Weak Passwords,Encryption,27,Hacking/Intrusion,Healthcare,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,True
India,2015,Phishing,IT,741259,Hacker Group,Unpatched Software,Antivirus,18,Social Engineering,Technology,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Japan,2021,SQL Injection,Education,604843,Insider,Unpatched Software,AI-based Detection,40,Hacking/Intrusion,Education,Asia,High Income,Eastern,Post-Pandemic,False
UK,2023,SQL Injection,Education,697610,Insider,Weak Passwords,Encryption,18,Hacking/Intrusion,Education,Europe,High Income,Western,Post-Pandemic,False
Germany,2022,SQL Injection,IT,730850,Hacker Group,Weak Passwords,AI-based Detection,27,Hacking/Intrusion,Technology,Europe,High Income,Western,Post-Pandemic,False
Australia,2018,SQL Injection,IT,417807,Insider,Social Engineering,Firewall,46,Hacking/Intrusion,Technology,Oceania,High Income,Western,Pre-Pandemic,False
India,2020,Malware,Healthcare,58205,Hacker Group,Unpatched Software,Encryption,63,Malware,Healthcare,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
India,2016,SQL Injection,Healthcare,830670,Unknown,Social Engineering,Antivirus,11,Hacking/Intrusion,Healthcare,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,True
Brazil,2024,Ransomware,Government,691990,Insider,Weak Passwords,Antivirus,41,Malware,Government,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
USA,2015,Ransomware,Retail,498089,Insider,Weak Passwords,Encryption,18,Malware,Retail,North America,High Income,Western,Pre-Pandemic,False
China,2015,Ransomware,IT,748040,Insider,Weak Passwords,Firewall,18,Malware,Technology,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,False
Brazil,2018,Ransomware,Healthcare,909979,Nation-state,Social Engineering,VPN,65,Malware,Healthcare,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
Australia,2019,Man-in-the-Middle,Banking,286038,Nation-state,Social Engineering,Encryption,43,Hacking/Intrusion,Finance,Oceania,High Income,Western,Pre-Pandemic,False
Russia,2021,SQL Injection,Retail,479586,Insider,Zero-day,AI-based Detection,8,Hacking/Intrusion,Retail,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
Australia,2020,Phishing,Banking,454763,Hacker Group,Social Engineering,Firewall,14,Social Engineering,Finance,Oceania,High Income,Western,Post-Pandemic,True
UK,2019,Phishing,Telecommunications,60183,Nation-state,Unpatched Software,AI-based Detection,17,Social Engineering,Telecommunications,Europe,High Income,Western,Pre-Pandemic,False
Russia,2018,Phishing,Education,596801,Nation-state,Weak Passwords,Antivirus,70,Social Engineering,Education,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
China,2021,Ransomware,IT,698786,Hacker Group,Zero-day,Antivirus,21,Malware,Technology,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Japan,2021,DDoS,Telecommunications,441749,Nation-state,Unpatched Software,AI-based Detection,55,Hacking/Intrusion,Telecommunications,Asia,High Income,Eastern,Post-Pandemic,False
China,2018,SQL Injection,Healthcare,966102,Hacker Group,Social Engineering,Firewall,1,Hacking/Intrusion,Healthcare,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,False
India,2017,Malware,Healthcare,430200,Unknown,Zero-day,Antivirus,48,Malware,Healthcare,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
